Chemical_ID,Chemical_Name,PharmGKB_ID,RS_ID
PA166128132,faldaprevir,PA166136349,rs12979860
PA166128166,ledipasvir,PA166135872,rs12979860
PA166122593,sofosbuvir,PA166135872,rs12979860
PA166128167,daclatasvir,PA166135873,rs12979860
PA164749390,peginterferon alfa-2a,PA166135873,rs12979860
PA164784024,peginterferon alfa-2b,PA166135873,rs12979860
PA451241,ribavirin,PA166135873,rs12979860
PA166122590,simeprevir,PA166136350,rs12979860
PA166128166,ledipasvir,PA166162412,rs12979860
PA166122593,sofosbuvir,PA166162412,rs12979860
PA450084,irbesartan,PA166134263,rs1367117
PA448803,carboplatin,PA166135249,rs139887
PA449383,docetaxel,PA166135249,rs139887
PA450761,paclitaxel,PA166135249,rs139887
PA450626,nicotine,PA166135746,rs140471703
PA164713176,Platinum compounds,PA166153057,rs1409314
PA449383,docetaxel,PA166134329,rs1402467
PA451644,thalidomide,PA166134329,rs1402467
PA448964,chlorpromazine,PA166158975,rs1415744
PA449061,clozapine,PA166158975,rs1415744
PA449841,haloperidol,PA166158975,rs1415744
PA450688,olanzapine,PA166158975,rs1415744
PA451201,quetiapine,PA166158975,rs1415744
PA451257,risperidone,PA166158975,rs1415744
PA451771,trifluoperazine,PA166158975,rs1415744
PA450688,olanzapine,PA166135103,rs1414334
PA452233,antipsychotics,PA166134285,rs1414334
PA449061,clozapine,PA166134285,rs1414334
PA451257,risperidone,PA166134285,rs1414334
PA449165,cyclophosphamide,PA166158882,rs141059755
PA449177,cytarabine,PA166158882,rs141059755
PA449212,daunorubicin,PA166158882,rs141059755
PA449247,dexamethasone,PA166158882,rs141059755
PA449412,doxorubicin,PA166158882,rs141059755
PA450428,methotrexate,PA166158882,rs141059755
PA164760860,pegaspargase,PA166158882,rs141059755
PA451100,prednisone,PA166158882,rs141059755
PA451663,thioguanine,PA166158882,rs141059755
PA451879,vincristine,PA166158882,rs141059755
PA449594,fenofibrate,PA166135073,rs1417938
PA450243,lithium,PA166135862,rs1387923
PA164749390,peginterferon alfa-2a,PA166159242,rs14158
PA164784024,peginterferon alfa-2b,PA166159242,rs14158
PA451241,ribavirin,PA166159242,rs14158
PA10832,corticosteroids,PA166136015,rs138337
PA448068,salbutamol,PA166152756,rs1419555
PA449301,didanosine,PA166135346,rs1429376
PA452229,antidepressants,PA166134129,rs1360780
PA449015,citalopram,PA166134129,rs1360780
PA449048,clomipramine,PA166134129,rs1360780
PA450243,lithium,PA166134129,rs1360780
PA450603,nefazodone,PA166134129,rs1360780
PA450801,paroxetine,PA166134129,rs1360780
PA451866,venlafaxine,PA166134129,rs1360780
PA449048,clomipramine,PA166134596,rs1360780
PA450603,nefazodone,PA166134596,rs1360780
PA450801,paroxetine,PA166134596,rs1360780
PA451866,venlafaxine,PA166134596,rs1360780
PA449061,clozapine,PA166135732,rs1360780
PA448068,salbutamol,PA166135298,rs1423515
PA451089,pravastatin,PA166158956,rs1433099
PA450037,interferon beta-1a,PA166152638,rs1448673
PA450039,interferon beta-1b,PA166152638,rs1448673
PA450626,nicotine,PA166135747,rs143690364
PA449383,docetaxel,PA166136225,rs144854329
PA452229,antidepressants,PA166161281,rs1439050
PA164712308,"Ace Inhibitors, Plain",PA166136434,rs145489027
PA452233,antipsychotics,PA166136514,rs1468412
PA449690,fluvoxamine,PA166136016,rs1449683
PA450428,methotrexate,PA166136027,rs1476413
PA450522,mirtazapine,PA166134239,rs1487278
PA451866,venlafaxine,PA166134239,rs1487278
PA451234,repaglinide,PA166159208,rs1470579
PA449061,clozapine,PA166162393,rs149104283
PA450401,methadone,PA166134699,rs1491850
PA450395,metformin,PA166135695,rs149711321
PA164712708,Drugs For Treatment Of Tuberculosis,PA166136286,rs1495741
PA450112,isoniazid,PA166136286,rs1495741
PA164712308,"Ace Inhibitors, Plain",PA166135942,rs1495509
PA450085,irinotecan,PA166135297,rs1517114
PA448068,salbutamol,PA166135296,rs1522113
PA10364,memantine,PA166135241,rs1523130
PA451257,risperidone,PA166160777,rs1523130
PA449383,docetaxel,PA166158793,rs1536475
PA133950441,hmg coa reductase inhibitors,PA166135391,rs1532624
PA450428,methotrexate,PA166134392,rs1544105
PA448682,bumetanide,PA166136210,rs1529927
PA449719,furosemide,PA166136210,rs1529927
PA451733,torasemide,PA166136210,rs1529927
PA449015,citalopram,PA166135071,rs153560
PA449673,fluoxetine,PA166135071,rs153560
PA450801,paroxetine,PA166135071,rs153560
PA451333,sertraline,PA166135071,rs153560
PA452233,antipsychotics,PA166136017,rs1544938
PA448785,carbamazepine,PA166160833,rs15524
PA449027,cladribine,PA166135383,rs1561876
PA449177,cytarabine,PA166135383,rs1561876
PA134687887,selective beta-2-adrenoreceptor agonists,PA166151815,rs1540339
PA449383,docetaxel,PA166135888,rs1563828
PA449476,epirubicin,PA166135888,rs1563828
PA449383,docetaxel,PA166136228,rs1570360
PA449165,cyclophosphamide,PA166135892,rs1570360
PA449383,docetaxel,PA166135892,rs1570360
PA7000,sorafenib,PA166135999,rs1570360
PA164712362,Analgesics,PA166135605,rs1611115
PA164712462,"Antiinflammatory agents, non-steroids",PA166135605,rs1611115
PA164712741,Ergot alkaloids,PA166135605,rs1611115
PA452618,opioids,PA166135605,rs1611115
PA451566,sumatriptan,PA166135605,rs1611115
PA450213,levodopa,PA166136289,rs1611115
PA450588,naltrexone,PA166135880,rs1611115
PA449301,didanosine,PA166135345,rs1594160
PA448497,aspirin,PA166134790,rs1613662
PA450428,methotrexate,PA166135565,rs1643650
PA10810,pemetrexed,PA166135682,rs1650697
PA450428,methotrexate,PA166136526,rs1650723
PA448068,salbutamol,PA166152758,rs1663330
PA448068,salbutamol,PA166152759,rs1663332
PA164712563,Bisphosphonates,PA166135293,rs1678387
PA450428,methotrexate,PA166134471,rs151264360
PA450428,methotrexate,PA166134472,rs151264360
PA448771,capecitabine,PA166134497,rs151264360
PA128406956,fluorouracil,PA166134497,rs151264360
PA128406956,fluorouracil,PA166134498,rs151264360
PA10810,pemetrexed,PA166136370,rs151264360
PA448687,bupropion,PA166134271,rs165599
PA451257,risperidone,PA166134220,rs165599
PA450428,methotrexate,PA166136029,rs16853826
PA448497,aspirin,PA166134789,rs16851030
PA451257,risperidone,PA166134395,rs167771
PA164712308,"Ace Inhibitors, Plain",PA166136433,rs16870989
PA10066,duloxetine,PA166135206,rs167770
PA452229,antidepressants,PA166158944,rs16873129
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166135722,rs1554973
PA448803,carboplatin,PA166152682,rs16886403
PA449014,cisplatin,PA166152682,rs16886403
PA449383,docetaxel,PA166152682,rs16886403
PA450761,paclitaxel,PA166152682,rs16886403
PA451690,timolol,PA166135750,rs16947
PA450243,lithium,PA166152952,rs16909440
PA449014,cisplatin,PA166135292,rs16950650
PA450085,irinotecan,PA166135292,rs16950650
PA449899,hydrochlorothiazide,PA166135259,rs16960228
PA143485705,antiepileptics,PA166158798,rs16935279
PA449015,citalopram,PA166135070,rs16965962
PA448082,alendronate,PA166134359,rs1544410
PA164712563,Bisphosphonates,PA166134359,rs1544410
PA164712582,calcium,PA166134359,rs1544410
PA10239,clodronate,PA166134359,rs1544410
PA449548,etidronic acid,PA166134359,rs1544410
PA451221,raloxifene,PA166134359,rs1544410
PA164749390,peginterferon alfa-2a,PA166135749,rs1544410
PA451241,ribavirin,PA166135749,rs1544410
PA450496,midazolam,PA166159004,rs1544410
PA164754789,conjugated estrogens,PA166152781,rs1544410
PA450344,medroxyprogesterone,PA166152781,rs1544410
PA164712462,"Antiinflammatory agents, non-steroids",PA166158752,rs16973225
PA448497,aspirin,PA166158752,rs16973225
PA451089,pravastatin,PA166134909,rs16944
PA450180,lansoprazole,PA166135294,rs16944
PA450704,omeprazole,PA166135294,rs16944
PA451216,rabeprazole,PA166135294,rs16944
PA164712563,Bisphosphonates,PA166134361,rs16944
PA10239,clodronate,PA166134361,rs16944
PA449548,etidronic acid,PA166134361,rs16944
PA451255,risedronate,PA166134361,rs16944
PA451688,tiludronate,PA166134361,rs16944
PA452233,antipsychotics,PA166135884,rs16944
PA449165,cyclophosphamide,PA166158844,rs17021408
PA449177,cytarabine,PA166158844,rs17021408
PA449212,daunorubicin,PA166158844,rs17021408
PA449247,dexamethasone,PA166158844,rs17021408
PA449412,doxorubicin,PA166158844,rs17021408
PA450428,methotrexate,PA166158844,rs17021408
PA164760860,pegaspargase,PA166158844,rs17021408
PA451100,prednisone,PA166158844,rs17021408
PA451663,thioguanine,PA166158844,rs17021408
PA451879,vincristine,PA166158844,rs17021408
PA450428,methotrexate,PA166135767,rs1703794
PA164712563,Bisphosphonates,PA166135291,rs17024608
PA449748,gemcitabine,PA166135768,rs1705772
PA450657,nortriptyline,PA166135290,rs17060812
PA450243,lithium,PA166152955,rs16973410
PA452621,antineoplastic agents,PA166135289,rs17091162
PA128406956,fluorouracil,PA166136444,rs17109924
PA449563,exemestane,PA166135476,rs16964189
PA449015,citalopram,PA166135069,rs17135437
PA451906,warfarin,PA166160030,rs17126068
PA449841,haloperidol,PA166136394,rs17143212
PA448771,capecitabine,PA166135686,rs17160359
PA128406956,fluorouracil,PA166135686,rs17160359
PA448500,atorvastatin,PA166134962,rs17161788
PA450401,methadone,PA166159975,rs17180299
PA448771,capecitabine,PA166136491,rs17179108
PA128406956,fluorouracil,PA166136491,rs17179108
PA164712720,Drugs used in nicotine dependence,PA166134568,rs16969968
PA450626,nicotine,PA166134570,rs16969968
PA166114414,cotinine,PA166153169,rs16969968
PA164712950,Opium alkaloids and derivatives,PA166159035,rs16969968
PA448073,ethanol,PA166159193,rs16969968
PA133950441,hmg coa reductase inhibitors,PA166135276,rs1719247
PA451363,simvastatin,PA166135276,rs1719247
PA143485705,antiepileptics,PA166135061,rs17183814
PA448785,carbamazepine,PA166135061,rs17183814
PA450911,phenobarbital,PA166135061,rs17183814
PA450947,phenytoin,PA166135061,rs17183814
PA451846,valproic acid,PA166135061,rs17183814
PA449719,furosemide,PA166161199,rs17268282
PA10204,tenofovir,PA166134580,rs17222723
PA449412,doxorubicin,PA166134298,rs17222723
PA130620651,anthracyclines and related substances,PA166135288,rs1736557
PA134308647,rosuvastatin,PA166136299,rs1736557
PA133950441,hmg coa reductase inhibitors,PA166134138,rs17244841
PA451089,pravastatin,PA166134138,rs17244841
PA451363,simvastatin,PA166134138,rs17244841
PA451363,simvastatin,PA166134982,rs17244841
PA451089,pravastatin,PA166134983,rs17244841
PA448803,carboplatin,PA166152683,rs17309872
PA449014,cisplatin,PA166152683,rs17309872
PA449383,docetaxel,PA166152683,rs17309872
PA449748,gemcitabine,PA166152683,rs17309872
PA450761,paclitaxel,PA166152683,rs17309872
PA10832,corticosteroids,PA166136237,rs1741981
PA450428,methotrexate,PA166136028,rs17421511
PA448771,capecitabine,PA166136188,rs17431184
PA128406956,fluorouracil,PA166136188,rs17431184
PA449014,cisplatin,PA166135286,rs17574269
PA450085,irinotecan,PA166135286,rs17574269
PA448771,capecitabine,PA166135287,rs17376848
PA128406956,fluorouracil,PA166135287,rs17376848
PA448068,salbutamol,PA166152755,rs17495520
PA450085,irinotecan,PA166162363,rs17501331
PA10204,tenofovir,PA166134237,rs1751034
PA130620651,anthracyclines and related substances,PA166135285,rs17583889
PA452621,antineoplastic agents,PA166135284,rs1760217
PA452233,antipsychotics,PA166158954,rs17587100
PA128406956,fluorouracil,PA166135283,rs17626122
PA131285527,oxaliplatin,PA166135283,rs17626122
PA450428,methotrexate,PA166134545,rs17602729
PA166129536,regadenoson,PA166136524,rs17602729
PA448500,atorvastatin,PA166136517,rs17671591
PA130620651,anthracyclines and related substances,PA166159396,rs17645700
PA448803,carboplatin,PA166152684,rs17661089
PA449014,cisplatin,PA166152684,rs17661089
PA449383,docetaxel,PA166152684,rs17661089
PA450761,paclitaxel,PA166152684,rs17661089
PA448500,atorvastatin,PA166134139,rs17238540
PA449688,fluvastatin,PA166134139,rs17238540
PA133950441,hmg coa reductase inhibitors,PA166134139,rs17238540
PA450272,lovastatin,PA166134139,rs17238540
PA451089,pravastatin,PA166134139,rs17238540
PA451363,simvastatin,PA166134139,rs17238540
PA451089,pravastatin,PA166134979,rs17238540
PA451363,simvastatin,PA166134980,rs17238540
PA150595617,platinum,PA166134019,rs17655
PA448068,salbutamol,PA166152754,rs17701271
PA452233,antipsychotics,PA166136018,rs17716295
PA451089,pravastatin,PA166134996,rs17655652
PA449061,clozapine,PA166135731,rs1778929
PA450428,methotrexate,PA166134251,rs17731538
PA450379,mercaptopurine,PA166158973,rs17839843
PA451906,warfarin,PA166134157,rs17708472
PA164712563,Bisphosphonates,PA166135282,rs17751934
PA10251,atazanavir,PA166158741,rs17863778
PA451260,ritonavir,PA166158741,rs17863778
PA449686,fluticasone propionate,PA166136142,rs1786929
PA450546,montelukast,PA166136142,rs1786929
PA10251,atazanavir,PA166158738,rs17868323
PA451260,ritonavir,PA166158738,rs17868323
PA452233,antipsychotics,PA166135068,rs17782313
PA452632,acenocoumarol,PA166136097,rs17878544
PA448492,asparaginase,PA166136429,rs17885382
PA451906,warfarin,PA166134726,rs17880887
PA449972,imiquimod,PA166136521,rs179008
PA451906,warfarin,PA166134869,rs17886199
PA130620651,anthracyclines and related substances,PA166159398,rs17863783
PA7000,sorafenib,PA166135281,rs17868320
PA450566,mycophenolate mofetil,PA166134755,rs17868320
PA452639,infliximab,PA166135329,rs1799724
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166135329,rs1799724
PA131285527,oxaliplatin,PA166134081,rs1695
PA164713176,Platinum compounds,PA166134081,rs1695
PA164713176,Platinum compounds,PA166134082,rs1695
PA164713176,Platinum compounds,PA166134083,rs1695
PA449165,cyclophosphamide,PA166134598,rs1695
PA449476,epirubicin,PA166134598,rs1695
PA128406956,fluorouracil,PA166134411,rs1695
PA128406956,fluorouracil,PA166134428,rs1695
PA131285527,oxaliplatin,PA166134428,rs1695
PA449014,cisplatin,PA166134589,rs1695
PA449165,cyclophosphamide,PA166134589,rs1695
PA450428,methotrexate,PA166134602,rs1695
PA449014,cisplatin,PA166153179,rs1695
PA450112,isoniazid,PA166159049,rs1695
PA451250,rifampin,PA166159049,rs1695
PA166152838,dimethyl fumarate,PA166153041,rs1695
PA449456,enalapril,PA166135758,rs1799722
PA449456,enalapril,PA166136292,rs1799722
PA452640,imidapril,PA166136292,rs1799722
PA450242,lisinopril,PA166136292,rs1799722
PA164712308,"Ace Inhibitors, Plain",PA166134162,rs1799722
PA164713176,Platinum compounds,PA166136124,rs1799782
PA449014,cisplatin,PA166134351,rs1799735
PA449165,cyclophosphamide,PA166134351,rs1799735
PA450688,olanzapine,PA166136112,rs1799735
PA450921,phenprocoumon,PA166152686,rs1799808
PA10004,adalimumab,PA166158957,rs1799852
PA451522,succinylcholine,PA166134027,rs1799807
PA164713176,Platinum compounds,PA166135672,rs1799801
PA452229,antidepressants,PA166134357,rs1799889
PA449015,citalopram,PA166134357,rs1799889
PA449673,fluoxetine,PA166134357,rs1799889
PA164784021,ethambutol,PA166152862,rs1799930
PA450112,isoniazid,PA166152862,rs1799930
PA451182,pyrazinamide,PA166152862,rs1799930
PA451250,rifampin,PA166152862,rs1799930
PA452233,antipsychotics,PA166134401,rs1799732
PA10026,aripiprazole,PA166134401,rs1799732
PA165282097,bromperidol,PA166134401,rs1799732
PA448964,chlorpromazine,PA166134401,rs1799732
PA449061,clozapine,PA166134401,rs1799732
PA151186253,nemonapride,PA166134401,rs1799732
PA450688,olanzapine,PA166134401,rs1799732
PA451257,risperidone,PA166134401,rs1799732
PA452233,antipsychotics,PA166158912,rs1799732
PA448687,bupropion,PA166152732,rs1799732
PA450626,nicotine,PA166152733,rs1799732
PA450213,levodopa,PA166161879,rs1799732
PA449014,cisplatin,PA166134576,rs1799793
PA164713176,Platinum compounds,PA166136169,rs1799793
PA164712708,Drugs For Treatment Of Tuberculosis,PA166152745,rs1799929
PA452637,hormonal contraceptives for systemic use,PA166135698,rs1799963
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166136296,rs1799964
PA451494,stavudine,PA166159044,rs1799964
PA449383,docetaxel,PA166134328,rs1799931
PA451644,thalidomide,PA166134328,rs1799931
PA164784021,ethambutol,PA166152863,rs1799931
PA450112,isoniazid,PA166152863,rs1799931
PA451182,pyrazinamide,PA166152863,rs1799931
PA451250,rifampin,PA166152863,rs1799931
PA451257,risperidone,PA166134383,rs1799978
PA451257,risperidone,PA166134384,rs1799978
PA450688,olanzapine,PA166135770,rs1799978
PA451257,risperidone,PA166135770,rs1799978
PA450401,methadone,PA166152946,rs1799978
PA448497,aspirin,PA166134678,rs1799983
PA164712535,Beta Blocking Agents,PA166134678,rs1799983
PA449053,clopidogrel,PA166134678,rs1799983
PA133950441,hmg coa reductase inhibitors,PA166134678,rs1799983
PA449165,cyclophosphamide,PA166134372,rs1799983
PA449412,doxorubicin,PA166134372,rs1799983
PA128406956,fluorouracil,PA166134372,rs1799983
PA450428,methotrexate,PA166134372,rs1799983
PA164712308,"Ace Inhibitors, Plain",PA166135756,rs1799983
PA164712372,Angiotensin II Antagonists,PA166135756,rs1799983
PA164712535,Beta Blocking Agents,PA166135756,rs1799983
PA449319,digoxin,PA166135756,rs1799983
PA151249535,diuretics,PA166135756,rs1799983
PA451483,spironolactone,PA166135756,rs1799983
PA449212,daunorubicin,PA166136360,rs1799983
PA166128370,salvianolic acid b,PA166135883,rs1799983
PA130620651,anthracyclines and related substances,PA166135917,rs1799983
PA449165,cyclophosphamide,PA166135917,rs1799983
PA449412,doxorubicin,PA166135917,rs1799983
PA449476,epirubicin,PA166135917,rs1799983
PA128406956,fluorouracil,PA166135917,rs1799983
PA450428,methotrexate,PA166135917,rs1799983
PA131285527,oxaliplatin,PA166135917,rs1799983
PA164713176,Platinum compounds,PA166135917,rs1799983
PA7000,sorafenib,PA166152927,rs1799983
PA448765,candesartan,PA166135063,rs1799998
PA448561,benazepril,PA166135064,rs1799998
PA452640,imidapril,PA166135064,rs1799998
PA449688,fluvastatin,PA166134856,rs1799752
PA451089,pravastatin,PA166134857,rs1799752
PA448500,atorvastatin,PA166134858,rs1799752
PA451205,quinapril,PA166134858,rs1799752
PA448682,bumetanide,PA166135065,rs1799752
PA449719,furosemide,PA166135065,rs1799752
PA451733,torasemide,PA166135065,rs1799752
PA452229,antidepressants,PA166135510,rs1799752
PA143485705,antiepileptics,PA166135510,rs1799752
PA164712535,Beta Blocking Agents,PA166135510,rs1799752
PA10407,calcium channel blockers,PA166135510,rs1799752
PA448561,benazepril,PA166135066,rs1799752
PA450877,perindopril,PA166135066,rs1799752
PA450242,lisinopril,PA166135112,rs1799752
PA449899,hydrochlorothiazide,PA166134561,rs1799752
PA450084,irbesartan,PA166135697,rs1799752
PA448031,acetylcholine,PA166134722,rs1799752
PA451406,nitroprusside,PA166134723,rs1799752
PA451483,spironolactone,PA166134730,rs1799752
PA448780,captopril,PA166134777,rs1799752
PA449456,enalapril,PA166134778,rs1799752
PA164712308,"Ace Inhibitors, Plain",PA166135769,rs1799752
PA449673,fluoxetine,PA166159165,rs1799752
PA451333,sertraline,PA166159165,rs1799752
PA448497,aspirin,PA166135771,rs1800469
PA450085,irinotecan,PA166161128,rs1800469
PA449014,cisplatin,PA166134345,rs1800460
PA451261,rituximab,PA166135120,rs1800471
PA451261,rituximab,PA166136215,rs1800470
PA451846,valproic acid,PA166153062,rs1800012
PA451446,somatropin recombinant,PA166152956,rs1800012
PA449256,dexmedetomidine,PA166134945,rs1800544
PA450464,methylphenidate,PA166135417,rs1800544
PA164713257,Selective serotonin reuptake inhibitors,PA166151946,rs1800544
PA164752812,milnacipran,PA166151947,rs1800544
PA451999,interferons,PA166135772,rs1800477
PA451241,ribavirin,PA166135772,rs1800477
PA450243,lithium,PA166134715,rs1800532
PA452229,antidepressants,PA166134783,rs1800532
PA449015,citalopram,PA166134783,rs1800532
PA449673,fluoxetine,PA166134783,rs1800532
PA450801,paroxetine,PA166134783,rs1800532
PA164749136,desflurane,PA166136365,rs1800559
PA449461,enflurane,PA166136365,rs1800559
PA449845,halothane,PA166136365,rs1800559
PA450106,isoflurane,PA166136365,rs1800559
PA450434,methoxyflurane,PA166136365,rs1800559
PA451341,sevoflurane,PA166136365,rs1800559
PA451522,succinylcholine,PA166136365,rs1800559
PA164712362,Analgesics,PA166135604,rs1799971
PA164712462,"Antiinflammatory agents, non-steroids",PA166135604,rs1799971
PA164712741,Ergot alkaloids,PA166135604,rs1799971
PA452618,opioids,PA166135604,rs1799971
PA451566,sumatriptan,PA166135604,rs1799971
PA448073,ethanol,PA166134563,rs1799971
PA450588,naltrexone,PA166134564,rs1799971
PA164712720,Drugs used in nicotine dependence,PA166134565,rs1799971
PA450626,nicotine,PA166134565,rs1799971
PA449900,hydrocodone,PA166136120,rs1799971
PA448084,alfentanil,PA166134718,rs1799971
PA164712721,Drugs used in opioid dependence,PA166134718,rs1799971
PA449599,fentanyl,PA166134718,rs1799971
PA452619,heroin,PA166134718,rs1799971
PA450550,morphine,PA166134718,rs1799971
PA450588,naltrexone,PA166134718,rs1799971
PA452618,opioids,PA166134718,rs1799971
PA451735,tramadol,PA166134718,rs1799971
PA450550,morphine,PA166134242,rs1799971
PA450586,naloxone,PA166134246,rs1799971
PA450401,methadone,PA166151951,rs1799971
PA448499,atenolol,PA166135059,rs1800545
PA449688,fluvastatin,PA166152789,rs1800588
PA451363,simvastatin,PA166152789,rs1800588
PA451089,pravastatin,PA166152790,rs1800588
PA451089,pravastatin,PA166134910,rs1800591
PA448500,atorvastatin,PA166134911,rs1800591
PA451906,warfarin,PA166134870,rs1800566
PA164712331,Alkylating Agents,PA166134950,rs1800566
PA130620651,anthracyclines and related substances,PA166134950,rs1800566
PA128406956,fluorouracil,PA166134950,rs1800566
PA164713176,Platinum compounds,PA166134950,rs1800566
PA451906,warfarin,PA166135993,rs1800566
PA451906,warfarin,PA166134055,rs1799853
PA452632,acenocoumarol,PA166135117,rs1799853
PA450947,phenytoin,PA166134578,rs1799853
PA448871,celecoxib,PA166134579,rs1799853
PA449053,clopidogrel,PA166134754,rs1799853
PA10390,"sulfonamides, urea derivatives",PA166134289,rs1799853
PA448691,busulfan,PA166136235,rs1799853
PA450084,irbesartan,PA166153429,rs1799853
PA451578,tacrolimus,PA166136241,rs1800871
PA451578,tacrolimus,PA166136256,rs1800871
PA451257,risperidone,PA166134217,rs1800497
PA151186253,nemonapride,PA166134385,rs1800497
PA449376,disulfiram,PA166134947,rs1800497
PA164712720,Drugs used in nicotine dependence,PA166134566,rs1800497
PA450626,nicotine,PA166134566,rs1800497
PA448073,ethanol,PA166134569,rs1800497
PA448687,bupropion,PA166134272,rs1800497
PA452233,antipsychotics,PA166134281,rs1800497
PA449061,clozapine,PA166134281,rs1800497
PA450688,olanzapine,PA166134281,rs1800497
PA451257,risperidone,PA166134281,rs1800497
PA452233,antipsychotics,PA166152807,rs1800497
PA10026,aripiprazole,PA166152807,rs1800497
PA451257,risperidone,PA166152807,rs1800497
PA451846,valproic acid,PA166135902,rs1800497
PA450688,olanzapine,PA166136113,rs1800497
PA449167,cyclosporine,PA166134844,rs1800872
PA450566,mycophenolate mofetil,PA166134844,rs1800872
PA451578,tacrolimus,PA166135727,rs1800872
PA449594,fenofibrate,PA166135373,rs1800795
PA10004,adalimumab,PA166135773,rs1800795
PA449515,etanercept,PA166135773,rs1800795
PA452639,infliximab,PA166135773,rs1800795
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166135774,rs1800795
PA164784024,peginterferon alfa-2b,PA166158960,rs1800795
PA451241,ribavirin,PA166158960,rs1800795
PA451578,tacrolimus,PA166136255,rs1800896
PA449441,efavirenz,PA166136464,rs1800896
PA451365,sirolimus,PA166162495,rs1800896
PA451578,tacrolimus,PA166163325,rs1800896
PA162372840,sunitinib,PA166135948,rs1800925
PA450428,methotrexate,PA166134278,rs1800909
PA164713176,Platinum compounds,PA166136166,rs1800975
PA164712734,Enzymes,PA166135058,rs1801020
PA450480,metoprolol,PA166152849,rs1801058
PA164783958,alemtuzumab,PA166158924,rs1801157
PA448926,chlorambucil,PA166158924,rs1801157
PA449165,cyclophosphamide,PA166158924,rs1801157
PA449655,fludarabine,PA166158924,rs1801157
PA451100,prednisone,PA166158924,rs1801157
PA451261,rituximab,PA166158924,rs1801157
PA451879,vincristine,PA166158924,rs1801157
PA448771,capecitabine,PA166134573,rs1801019
PA128406956,fluorouracil,PA166134573,rs1801019
PA450198,leucovorin,PA166134573,rs1801019
PA452620,tegafur,PA166134573,rs1801019
PA164749136,desflurane,PA166135876,rs1801086
PA449461,enflurane,PA166135876,rs1801086
PA449845,halothane,PA166135876,rs1801086
PA450106,isoflurane,PA166135876,rs1801086
PA450434,methoxyflurane,PA166135876,rs1801086
PA451341,sevoflurane,PA166135876,rs1801086
PA451522,succinylcholine,PA166135876,rs1801086
PA449167,cyclosporine,PA166134845,rs1800629
PA450566,mycophenolate mofetil,PA166134845,rs1800629
PA448500,atorvastatin,PA166134987,rs1800629
PA10004,adalimumab,PA166134163,rs1800629
PA449515,etanercept,PA166134163,rs1800629
PA452639,infliximab,PA166134163,rs1800629
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166134163,rs1800629
PA448785,carbamazepine,PA166134293,rs1800629
PA164784021,ethambutol,PA166135757,rs1800629
PA450112,isoniazid,PA166135757,rs1800629
PA451182,pyrazinamide,PA166135757,rs1800629
PA451250,rifampin,PA166135757,rs1800629
PA7000,sorafenib,PA166159946,rs1800629
PA448771,capecitabine,PA166134488,rs1801158
PA128406956,fluorouracil,PA166134488,rs1801158
PA448803,carboplatin,PA166136441,rs1801249
PA150481189,taxanes,PA166136441,rs1801249
PA448771,capecitabine,PA166135904,rs1801160
PA128406956,fluorouracil,PA166135904,rs1801160
PA166115442,s 1 (combination),PA166135904,rs1801160
PA451690,timolol,PA166136300,rs1801252
PA164712445,Antihypertensives,PA166134270,rs1801252
PA448499,atenolol,PA166134270,rs1801252
PA164712535,Beta Blocking Agents,PA166134270,rs1801252
PA448641,bisoprolol,PA166134270,rs1801252
PA450480,metoprolol,PA166134270,rs1801252
PA451868,verapamil,PA166134270,rs1801252
PA448771,capecitabine,PA166134489,rs1801159
PA128406956,fluorouracil,PA166134489,rs1801159
PA164713220,Pyrimidine analogues,PA166134489,rs1801159
PA452620,tegafur,PA166134489,rs1801159
PA450428,methotrexate,PA166135358,rs1801131
PA450428,methotrexate,PA166134339,rs1801131
PA450645,nitrous oxide,PA166134394,rs1801131
PA450428,methotrexate,PA166134404,rs1801131
PA450428,methotrexate,PA166134405,rs1801131
PA130232992,bevacizumab,PA166134560,rs1801131
PA448803,carboplatin,PA166134560,rs1801131
PA449014,cisplatin,PA166134560,rs1801131
PA451892,cyanocobalamin,PA166134560,rs1801131
PA449692,folic acid,PA166134560,rs1801131
PA10810,pemetrexed,PA166134560,rs1801131
PA448771,capecitabine,PA166134567,rs1801131
PA128406956,fluorouracil,PA166134567,rs1801131
PA449061,clozapine,PA166135882,rs1801131
PA450688,olanzapine,PA166135882,rs1801131
PA451234,repaglinide,PA166134763,rs1801262
PA128406956,fluorouracil,PA166153407,rs1801266
PA134521193,coumarin,PA166134448,rs1801272
PA128406956,fluorouracil,PA166153409,rs1801268
PA10004,adalimumab,PA166135222,rs1801274
PA452639,infliximab,PA166135222,rs1801274
PA451743,trastuzumab,PA166136098,rs1801274
PA10004,adalimumab,PA166136221,rs1801274
PA449515,etanercept,PA166136221,rs1801274
PA452639,infliximab,PA166136221,rs1801274
PA448499,atenolol,PA166134419,rs1801253
PA164712535,Beta Blocking Agents,PA166134419,rs1801253
PA165945764,bucindolol,PA166134419,rs1801253
PA448817,carvedilol,PA166134419,rs1801253
